"GEO","TIME","INDIC_ED","UNIT","Value","Flag and Footnotes"
"Ireland","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.39",""
"Ireland","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.63",""
"Ireland","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.18",""
"Ireland","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.07",""
"Ireland","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.35",""
"Ireland","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.49",""
"Ireland","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.71",""
"Ireland","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.08","d"
"Ireland","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.07",""
"Ireland","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.66",""
"Ireland","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.56",""
"Ireland","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.00",""
"Ireland","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.09","d"
"Ireland","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.00",""
"Ireland","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.72",""
"Ireland","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.59",""
"Ireland","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.03",""
"Ireland","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.10","d"
"Ireland","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.00",""
"Ireland","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.73",""
"Ireland","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.60",""
"Ireland","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.99",""
"Ireland","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.13","d"
"Ireland","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.00",""
"Ireland","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.92",""
"Ireland","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.73",""
"Ireland","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.04",""
"Ireland","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.15","d"
"Ireland","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.00",""
"Ireland","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.67",""
"Ireland","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.04","d"
"Ireland","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.31",""
"Ireland","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.32","d"
"Ireland","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.00",""
"Ireland","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.43",""
"Ireland","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.30","d"
"Ireland","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.55",""
"Ireland","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.53","d"
"Ireland","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.05",""
"Ireland","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.41",""
"Ireland","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.26","d"
"Ireland","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.62",""
"Ireland","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.42","d"
"Ireland","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.10",""
"Ireland","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.15",""
"Ireland","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.20",""
"Ireland","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.52",""
"Ireland","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.34",""
"Ireland","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.10",""
"Greece","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.57","i"
"Greece","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.98","i"
"Greece","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.26","i"
"Greece","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.16","i"
"Greece","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.17","i"
"Greece","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.56","i"
"Greece","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.01","i"
"Greece","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.33","i"
"Greece","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.10","i"
"Greece","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.11","i"
